author,href
}
</div>,<div class=""bibref"">
@InProceedings{Srinivasan_2017_CVPR,<br>
author = {Srinivasan, Pratul P. and Ng, Ren and Ramamoorthi, Ravi},<br>
title = {Light Field Blind Motion Deblurring},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Shimano_2017_CVPR,<br>
author = {Shimano, Mihoko and Okawa, Hiroki and Asano, Yuta and Bise, Ryoma and Nishino, Ko and Sato, Imari},<br>
title = {Wetness and Color From a Single Multispectral Image},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Jiang_2017_CVPR,<br>
author = {Jiang, Hao and Grauman, Kristen},<br>
title = {Seeing Invisible Poses: Estimating 3D Body Pose From Egocentric Video},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Gatys_2017_CVPR,<br>
author = {Gatys, Leon A. and Ecker, Alexander S. and Bethge, Matthias and Hertzmann, Aaron and Shechtman, Eli},<br>
title = {Controlling Perceptual Factors in Neural Style Transfer},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Chen_2017_CVPR,<br>
author = {Chen, Yang and Liu, Yong-Jin and Lai, Yu-Kun},<br>
title = {Learning to Rank Retargeted Images},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Yan_2017_CVPR,<br>
author = {Yan, Yanyang and Ren, Wenqi and Guo, Yuanfang and Wang, Rui and Cao, Xiaochun},<br>
title = {Image Deblurring via Extreme Channels Prior},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Wang_2017_CVPR,<br>
author = {Wang, Peisong and Cheng, Jian},<br>
title = {Fixed-Point Factorized Networks},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Wang_2017_CVPR,<br>
author = {Wang, Mengmeng and Liu, Yong and Huang, Zeyi},<br>
title = {Large Margin Object Tracking With Circulant Feature Maps},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Shen_2017_CVPR,<br>
author = {Shen, Wei and Liu, Rujie},<br>
title = {Learning Residual Images for Face Attribute Manipulation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Takatani_2017_CVPR,<br>
author = {Takatani, Tsuyoshi and Aoto, Takahito and Mukaigawa, Yasuhiro},<br>
title = {One-Shot Hyperspectral Imaging Using Faced Reflectors},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Cheng_2017_CVPR,<br>
author = {Cheng, Zhi-Qi and Wu, Xiao and Liu, Yang and Hua, Xian-Sheng},<br>
title = {Video2Shop: Exact Matching Clothes in Videos to Online Shopping Images},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Jiang_2017_CVPR,<br>
author = {Jiang, Tai-Xiang and Huang, Ting-Zhu and Zhao, Xi-Le and Deng, Liang-Jian and Wang, Yao},<br>
title = {A Novel Tensor-Based Video Rain Streaks Removal Approach via Utilizing Discriminatively Intrinsic Priors},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Qu_2017_CVPR,<br>
author = {Qu, Liangqiong and Tian, Jiandong and He, Shengfeng and Tang, Yandong and Lau, Rynson W. H.},<br>
title = {DeshadowNet: A Multi-Context Embedding Deep Network for Shadow Removal},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Mandal_2017_CVPR,<br>
author = {Mandal, Devraj and Chaudhury, Kunal N. and Biswas, Soma},<br>
title = {Generalized Semantic Preserving Hashing for N-Label Cross-Modal Retrieval},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Hu_2017_CVPR,<br>
author = {Hu, Yuanming and Wang, Baoyuan and Lin, Stephen},<br>
title = {FC4: Fully Convolutional Color Constancy With Confidence-Weighted Pooling},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Haouchine_2017_CVPR,<br>
author = {Haouchine, Nazim and Cotin, Stephane},<br>
title = {Template-Based Monocular 3D Recovery of Elastic Shapes Using Lagrangian Multipliers},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Vongkulbhisal_2017_CVPR,<br>
author = {Vongkulbhisal, Jayakorn and De la Torre, Fernando and Costeira, Joao P.},<br>
title = {Discriminative Optimization: Theory and Applications to Point Cloud Registration},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Karlinsky_2017_CVPR,<br>
author = {Karlinsky, Leonid and Shtok, Joseph and Tzur, Yochay and Tzadok, Asaf},<br>
title = {Fine-Grained Recognition of Thousands of Object Categories With Single-Example Training},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Shih_2017_CVPR,<br>
author = {Shih, Ya-Fang and Yeh, Yang-Ming and Lin, Yen-Yu and Weng, Ming-Fang and Lu, Yi-Chang and Chuang, Yung-Yu},<br>
title = {Deep Co-Occurrence Feature Learning for Visual Object Recognition},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Yim_2017_CVPR,<br>
author = {Yim, Junho and Joo, Donggyu and Bae, Jihoon and Kim, Junmo},<br>
title = {A Gift From Knowledge Distillation: Fast Optimization, Network Minimization and Transfer Learning},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Xia_2017_CVPR,<br>
author = {Xia, Changqun and Li, Jia and Chen, Xiaowu and Zheng, Anlin and Zhang, Yu},<br>
title = {What Is and What Is Not a Salient Object? Learning Salient Object Detector by Ensembling Linear Exemplar Regressors},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Pohlen_2017_CVPR,<br>
author = {Pohlen, Tobias and Hermans, Alexander and Mathias, Markus and Leibe, Bastian},<br>
title = {Full-Resolution Residual Networks for Semantic Segmentation in Street Scenes},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Ranjan_2017_CVPR,<br>
author = {Ranjan, Anurag and Black, Michael J.},<br>
title = {Optical Flow Estimation Using a Spatial Pyramid Network},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Weng_2017_CVPR,<br>
author = {Weng, Junwu and Weng, Chaoqun and Yuan, Junsong},<br>
title = {Spatio-Temporal Naive-Bayes Nearest-Neighbor (ST-NBNN) for Skeleton-Based Action Recognition},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Bian_2017_CVPR,<br>
author = {Bian, JiaWang and Lin, Wen-Yan and Matsushita, Yasuyuki and Yeung, Sai-Kit and Nguyen, Tan-Dat and Cheng, Ming-Ming},<br>
title = {GMS: Grid-based Motion Statistics for Fast, Ultra-Robust Feature Correspondence},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Zhang_2017_CVPR,<br>
author = {Zhang, Chao and Pujades, Sergi and Black, Michael J. and Pons-Moll, Gerard},<br>
title = {Detailed, Accurate, Human Shape Estimation From Clothed 3D Scan Sequences},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Jeon_2017_CVPR,<br>
author = {Jeon, Yunho and Kim, Junmo},<br>
title = {Active Convolution: Learning the Shape of Convolution for Image Classification},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Ren_2017_CVPR,<br>
author = {Ren, Weihong and Tian, Jiandong and Han, Zhi and Chan, Antoni and Tang, Yandong},<br>
title = {Video Desnowing and Deraining Based on Matrix Decomposition},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Song_2017_CVPR,<br>
author = {Song, Jie and Wang, Limin and Van Gool, Luc and Hilliges, Otmar},<br>
title = {Thin-Slicing Network: A Deep Structured Model for Pose Estimation in Videos},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Gomez_2017_CVPR,<br>
author = {Gomez, Lluis and Patel, Yash and Rusinol, Marcal and Karatzas, Dimosthenis and Jawahar, C. V.},<br>
title = {Self-Supervised Learning of Visual Features Through Embedding Images Into Text Topic Spaces},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Khan_2017_CVPR,<br>
author = {Khan, Naeemullah and Hong, Byung-Woo and Yezzi, Anthony and Sundaramoorthi, Ganesh},<br>
title = {Coarse-To-Fine Segmentation With Shape-Tailored Continuum Scale Spaces},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Lao_2017_CVPR,<br>
author = {Lao, Dong and Sundaramoorthi, Ganesh},<br>
title = {Minimum Delay Moving Object Detection},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Chang_2017_CVPR,<br>
author = {Chang, Yi and Yan, Luxin and Zhong, Sheng},<br>
title = {Hyper-Laplacian Regularized Unidirectional Low-Rank Tensor Recovery for Multispectral Image Denoising},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Wu_2017_CVPR,<br>
author = {Wu, Yiling and Wang, Shuhui and Huang, Qingming},<br>
title = {Online Asymmetric Similarity Learning for Cross-Modal Retrieval},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Zhang_2017_CVPR,<br>
author = {Zhang, Changqing and Hu, Qinghua and Fu, Huazhu and Zhu, Pengfei and Cao, Xiaochun},<br>
title = {Latent Multi-View Subspace Clustering},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Antunes_2017_CVPR,<br>
author = {Antunes, Michel and Barreto, Joao P. and Aouada, Djamila and Ottersten, Bjorn},<br>
title = {Unsupervised Vanishing Point Detection and Camera Calibration From a Single Manhattan Image With Radial Distortion},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Koller_2017_CVPR,<br>
author = {Koller, Oscar and Zargaran, Sepehr and Ney, Hermann},<br>
title = {Re-Sign: Re-Aligned End-To-End Sequence Modelling With Deep Recurrent CNN-HMMs},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Dong_2017_CVPR,<br>
author = {Dong, Yinpeng and Su, Hang and Zhu, Jun and Zhang, Bo},<br>
title = {Improving Interpretability of Deep Neural Networks With Semantic Information},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Bagautdinov_2017_CVPR,<br>
author = {Bagautdinov, Timur and Alahi, Alexandre and Fleuret, Francois and Fua, Pascal and Savarese, Silvio},<br>
title = {Social Scene Understanding: End-To-End Multi-Person Action Localization and Collective Activity Recognition},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Wang_2017_CVPR,<br>
author = {Wang, Limin and Xiong, Yuanjun and Lin, Dahua and Van Gool, Luc},<br>
title = {UntrimmedNets for Weakly Supervised Action Recognition and Detection},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Zhang_2017_CVPR,<br>
author = {Zhang, Tianzhu and Xu, Changsheng and Yang, Ming-Hsuan},<br>
title = {Multi-Task Correlation Particle Filter for Robust Object Tracking},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Jia_2017_CVPR,<br>
author = {Jia, Kui and Tao, Dacheng and Gao, Shenghua and Xu, Xiangmin},<br>
title = {Improving Training of Deep Neural Networks via Singular Value Bounding},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Peng_2017_CVPR,<br>
author = {Peng, Chao and Zhang, Xiangyu and Yu, Gang and Luo, Guiming and Sun, Jian},<br>
title = {Large Kernel Matters -- Improve Semantic Segmentation by Global Convolutional Network},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Yang_2017_CVPR,<br>
author = {Yang, Jiaolong and Ren, Peiran and Zhang, Dongqing and Chen, Dong and Wen, Fang and Li, Hongdong and Hua, Gang},<br>
title = {Neural Aggregation Network for Video Face Recognition},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Zhang_2017_CVPR,<br>
author = {Zhang, Mengmi and Teck Ma, Keng and Hwee Lim, Joo and Zhao, Qi and Feng, Jiashi},<br>
title = {Deep Future Gaze: Gaze Anticipation on Egocentric Videos Using Adversarial Networks},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Pan_2017_CVPR,<br>
author = {Pan, Liyuan and Dai, Yuchao and Liu, Miaomiao and Porikli, Fatih},<br>
title = {Simultaneous Stereo Video Deblurring and Scene Flow Estimation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Ramakrishnan_2017_CVPR,<br>
author = {Ramakrishnan, Santhosh K. and Pal, Ambar and Sharma, Gaurav and Mittal, Anurag},<br>
title = {An Empirical Evaluation of Visual Question Answering for Novel Objects},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Jiang_2017_CVPR,<br>
author = {Jiang, Bo and Tang, Jin and Ding, Chris and Luo, Bin},<br>
title = {Binary Constraint Preserving Graph Matching},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Oh_2017_CVPR,<br>
author = {Joon Oh, Seong and Benenson, Rodrigo and Khoreva, Anna and Akata, Zeynep and Fritz, Mario and Schiele, Bernt},<br>
title = {Exploiting Saliency for Object Segmentation From Image Level Labels},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Liu_2017_CVPR,<br>
author = {Liu, Yufan and Zhang, Songyang and Xu, Mai and He, Xuming},<br>
title = {Predicting Salient Face in Multiple-Face Videos},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Zhang_2017_CVPR,<br>
author = {Zhang, Dingwen and Yang, Le and Meng, Deyu and Xu, Dong and Han, Junwei},<br>
title = {SPFTN: A Self-Paced Fine-Tuning Network for Segmenting Objects in Weakly Labelled Videos},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Fu_2017_CVPR,<br>
author = {Fu, Jianlong and Zheng, Heliang and Mei, Tao},<br>
title = {Look Closer to See Better: Recurrent Attention Convolutional Neural Network for Fine-Grained Image Recognition},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Vasu_2017_CVPR,<br>
author = {Vasu, Subeesh and Rajagopalan, A. N.},<br>
title = {From Local to Global: Edge Profiles to Camera Motion in Blurred Images},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Cavallari_2017_CVPR,<br>
author = {Cavallari, Tommaso and Golodetz, Stuart and Lord, Nicholas A. and Valentin, Julien and Di Stefano, Luigi and Torr, Philip H. S.},<br>
title = {On-The-Fly Adaptation of Regression Forests for Online Camera Relocalisation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Nguyen_2017_CVPR,<br>
author = {Nguyen, Anh and Clune, Jeff and Bengio, Yoshua and Dosovitskiy, Alexey and Yosinski, Jason},<br>
title = {Plug &amp; Play Generative Networks: Conditional Iterative Generation of Images in Latent Space},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Koniusz_2017_CVPR,<br>
author = {Koniusz, Piotr and Tas, Yusuf and Porikli, Fatih},<br>
title = {Domain Adaptation by Mixture of Alignments of Second- or Higher-Order Scatter Tensors},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Sheng_2017_CVPR,<br>
author = {Sheng, Lu and Cai, Jianfei and Cham, Tat-Jen and Pavlovic, Vladimir and Ngi Ngan, King},<br>
title = {A Generative Model for Depth-Based Robust 3D Facial Pose Tracking},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Arvanitopoulos_2017_CVPR,<br>
author = {Arvanitopoulos, Nikolaos and Achanta, Radhakrishna and Susstrunk, Sabine},<br>
title = {Single Image Reflection Suppression},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Hosang_2017_CVPR,<br>
author = {Hosang, Jan and Benenson, Rodrigo and Schiele, Bernt},<br>
title = {Learning Non-Maximum Suppression},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Guan_2017_CVPR,<br>
author = {Guan, Hao and Smith, William A. P.},<br>
title = {BRISKS: Binary Features for Spherical Images on a Geodesic Grid},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Karessli_2017_CVPR,<br>
author = {Karessli, Nour and Akata, Zeynep and Schiele, Bernt and Bulling, Andreas},<br>
title = {Gaze Embeddings for Zero-Shot Image Classification},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Ma_2017_CVPR,<br>
author = {Ma, Shuang and Liu, Jing and Wen Chen, Chang},<br>
title = {A-Lamp: Adaptive Layout-Aware Multi-Patch Deep Convolutional Neural Network for Photo Aesthetic Assessment},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Camposeco_2017_CVPR,<br>
author = {Camposeco, Federico and Sattler, Torsten and Cohen, Andrea and Geiger, Andreas and Pollefeys, Marc},<br>
title = {Toroidal Constraints for Two-Point Localization Under High Outlier Ratios},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Cohen_2017_CVPR,<br>
author = {Cohen, Gad and Weinshall, Daphna},<br>
title = {Hidden Layers in Perceptual Learning},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Zweig_2017_CVPR,<br>
author = {Zweig, Shay and Wolf, Lior},<br>
title = {InterpoNet, a Brain Inspired Neural Network for Optical Flow Dense Interpolation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Zhang_2017_CVPR,<br>
author = {Zhang, Dingwen and Han, Junwei and Yang, Yang and Huang, Dong},<br>
title = {Learning Category-Specific 3D Shape Models From Weakly Labeled 2D Images},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Xian_2017_CVPR,<br>
author = {Xian, Yongqin and Schiele, Bernt and Akata, Zeynep},<br>
title = {Zero-Shot Learning - the Good, the Bad and the Ugly},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Wang_2017_CVPR,<br>
author = {Wang, Mengjiao and Panagakis, Yannis and Snape, Patrick and Zafeiriou, Stefanos},<br>
title = {Learning the Multilinear Structure of Visual Data},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Eisenschtat_2017_CVPR,<br>
author = {Eisenschtat, Aviv and Wolf, Lior},<br>
title = {Linking Image and Text With 2-Way Nets},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Wigness_2017_CVPR,<br>
author = {Wigness, Maggie and Rogers, III, John G.},<br>
title = {Unsupervised Semantic Scene Labeling for Streaming Data},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Esmaeili_2017_CVPR,<br>
author = {Esmaeili, Seyed A. and Singh, Bharat and Davis, Larry S.},<br>
title = {Fast-At: Fast Automatic Thumbnail Generation Using Deep Neural Networks},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Elbaz_2017_CVPR,<br>
author = {Elbaz, Gil and Avraham, Tamar and Fischer, Anath},<br>
title = {3D Point Cloud Registration for Localization Using a Deep Neural Network Auto-Encoder},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Shaked_2017_CVPR,<br>
author = {Shaked, Amit and Wolf, Lior},<br>
title = {Improved Stereo Matching With Constant Highway Networks and Reflective Confidence Learning},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Achanta_2017_CVPR,<br>
author = {Achanta, Radhakrishna and Susstrunk, Sabine},<br>
title = {Superpixels and Polygons Using Simple Non-Iterative Clustering},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Borghi_2017_CVPR,<br>
author = {Borghi, Guido and Venturelli, Marco and Vezzani, Roberto and Cucchiara, Rita},<br>
title = {POSEidon: Face-From-Depth for Driver Pose Estimation},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Wulff_2017_CVPR,<br>
author = {Wulff, Jonas and Sevilla-Lara, Laura and Black, Michael J.},<br>
title = {Optical Flow in Mostly Rigid Scenes},<br>
booktitle = {The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)},<br>
month = {July},<br>
year = {2017}<br>
}
</div>,<div class=""bibref"">
@InProceedings{Ledig_2017_CVPR,<br>
